record_00001 value_037
record_44647 value_939
record_44648 value_976
record_44649 value_013
record_44650 value_050
record_44651 value_087
record_44652 value_124
record_44653 value_161
record_44654 value_198
record_44655 value_235
record_44656 value_272
record_44657 value_309
record_44658 value_346
record_44659 value_383
record_44660 value_420
record_44661 value_457
record_44662 value_494
record_44663 value_531
record_44664 value_568
record_44665 value_605
record_44666 value_642
record_44667 value_679
record_44668 value_716
record_44669 value_753
record_44670 value_790
record_44671 value_827
record_44672 value_864
record_44673 value_901
record_44674 value_938
record_44675 value_975
record_44676 value_012
record_44677 value_049
record_44678 value_086
record_44679 value_123
record_44680 value_160
record_44681 value_197
record_44682 value_234
record_44683 value_271
record_44684 value_308
record_44685 value_345
record_44686 value_382
record_44687 value_419
record_44688 value_456
record_44689 value_493
record_44690 value_530
record_44691 value_567
record_44692 value_604
record_44693 value_641
record_44694 value_678
record_44695 value_715
record_44696 value_752
record_44697 value_789
record_44698 value_826
record_44699 value_863
record_44700 value_900
record_44701 value_937
record_44702 value_974
record_44703 value_011
record_44704 value_048
record_44705 value_085
record_44706 value_122
record_44707 value_159
record_44708 value_196
record_44709 value_233
record_44710 value_270
record_44711 value_307
record_44712 value_344
record_44713 value_381
record_44714 value_418
record_44715 value_455
record_44716 value_492
record_44717 value_529
record_44718 value_566
record_44719 value_603
record_44720 value_640
record_44721 value_677
record_44722 value_714
record_44723 value_751
record_44724 value_788
record_44725 value_825
record_44726 value_862
record_44727 value_899
record_44728 value_936
record_44729 value_973
record_44730 value_010
record_44731 value_047
record_44732 value_084
record_44733 value_121
record_44734 value_158
record_44735 value_195
record_44736 value_232
record_44737 value_269
record_44738 value_306
record_44739 value_343
record_44740 value_380
record_44741 value_417
record_44742 value_454
record_44743 value_491
record_44744 value_528
record_44745 value_565
record_44746 value_602
record_44747 value_639
record_44748 value_676
record_44749 value_713
record_44750 value_750
record_44751 value_787
record_44752 value_824
record_44753 value_861
record_44754 value_898
record_44755 value_935
record_44756 value_972
record_44757 value_009
record_44758 value_046
record_44759 value_083
record_44760 value_120
record_44761 value_157
record_44762 value_194
record_44763 value_231
record_44764 value_268
record_44765 value_305
record_44766 value_342
record_44767 value_379
record_44768 value_416
record_44769 value_453
record_44770 value_490
record_44771 value_527
record_44772 value_564
record_44773 value_601
record_44774 value_638
record_44775 value_675
record_44776 value_712
record_44777 value_749
record_44778 value_786
record_44779 value_823
record_44780 value_860
record_44781 value_897
record_44782 value_934
record_44783 value_971
record_44784 value_008
record_44785 value_045
record_44786 value_082
record_44787 value_119
record_44788 value_156
record_44789 value_193
record_44790 value_230
record_44791 value_267
record_44792 value_304
record_44793 value_341
record_44794 value_378
record_44795 value_415
record_44796 value_452
record_44797 value_489
record_44798 value_526
record_44799 value_563
record_44800 value_600
record_44801 value_637
record_44802 value_674
record_44803 value_711
record_44804 value_748
record_44805 value_785
record_44806 value_822
record_44807 value_859
record_44808 value_896
record_44809 value_933
record_44810 value_970
record_44811 value_007
record_44812 value_044
record_44813 value_081
record_44814 value_118
record_44815 value_155
record_44816 value_192
record_44817 value_229
record_44818 value_266
record_44819 value_303
record_44820 value_340
record_44821 value_377
record_44822 value_414
record_44823 value_451
record_44824 value_488
record_44825 value_525
record_44826 value_562
record_44827 value_599
record_44828 value_636
record_44829 value_673
record_44830 value_710
record_44831 value_747
record_44832 value_784
record_44833 value_821
record_44834 value_858
record_44835 value_895
record_44836 value_932
record_44837 value_969
record_44838 value_006
record_44839 value_043
record_44840 value_080
record_44841 value_117
record_44842 value_154
record_44843 value_191
record_44844 value_228
record_44845 value_265
record_44846 value_302
record_44847 value_339
record_44848 value_376
record_44849 value_413
record_44850 value_450
record_44851 value_487
record_44852 value_524
record_44853 value_561
record_44854 value_598
record_44855 value_635
record_44856 value_672
record_44857 value_709
record_44858 value_746
record_44859 value_783
record_44860 value_820
record_44861 value_857
record_44862 value_894
record_44863 value_931
record_44864 value_968
record_44865 value_005
record_44866 value_042
record_44867 value_079
record_44868 value_116
record_44869 value_153
record_44870 value_190
record_44871 value_227
record_44872 value_264
record_44873 value_301
record_44874 value_338
record_44875 value_375
record_44876 value_412
record_44877 value_449
record_44878 value_486
record_44879 value_523
record_44880 value_560
record_44881 value_597
record_44882 value_634
record_44883 value_671
record_44884 value_708
record_44885 value_745
record_44886 value_782
record_44887 value_819
record_44888 value_856
record_44889 value_893
record_44890 value_930
record_44891 value_967
record_44892 value_004
record_44893 value_041
record_44894 value_078
record_44895 value_115
record_44896 value_152
record_44897 value_189
record_44898 value_226
record_44899 value_263
record_44900 value_300
record_44901 value_337
record_44902 value_374
record_44903 value_411
record_44904 value_448
record_44905 value_485
record_44906 value_522
record_44907 value_559
record_44908 value_596
record_44909 value_633
record_44910 value_670
record_44911 value_707
record_44912 value_744
record_44913 value_781
record_44914 value_818
record_44915 value_855
record_44916 value_892
record_44917 value_929
record_44918 value_966
record_44919 value_003
record_44920 value_040
record_44921 value_077
record_44922 value_114
record_44923 value_151
record_44924 value_188
record_44925 value_225
record_44926 value_262
record_44927 value_299
record_44928 value_336
record_44929 value_373
record_44930 value_410
record_44931 value_447
record_44932 value_484
record_44933 value_521
record_44934 value_558
record_44935 value_595
record_44936 value_632
record_44937 value_669
record_44938 value_706
record_44939 value_743
record_44940 value_780
record_44941 value_817
record_44942 value_854
record_44943 value_891
record_44944 value_928
record_44945 value_965
record_44946 value_002
record_44947 value_039
record_44948 value_076
record_44949 value_113
record_44950 value_150
record_44951 value_187
record_44952 value_224
record_44953 value_261
record_44954 value_298
record_44955 value_335
record_44956 value_372
record_44957 value_409
record_44958 value_446
record_44959 value_483
record_44960 value_520
record_44961 value_557
record_44962 value_594
record_44963 value_631
record_44964 value_668
record_44965 value_705
record_44966 value_742
record_44967 value_779
record_44968 value_816
record_44969 value_853
record_44970 value_890
record_44971 value_927
record_44972 value_964
record_44973 value_001
record_44974 value_038
record_44975 value_075
record_44976 value_112
record_44977 value_149
record_44978 value_186
record_44979 value_223
record_44980 value_260
record_44981 value_297
record_44982 value_334
record_44983 value_371
record_44984 value_408
record_44985 value_445
record_44986 value_482
record_44987 value_519
record_44988 value_556
record_44989 value_593
record_44990 value_630
record_44991 value_667
record_44992 value_704
record_44993 value_741
record_44994 value_778
record_44995 value_815
record_44996 value_852
record_44997 value_889
record_44998 value_926
record_44999 value_963
record_45000 value_000
record_45001 value_037
record_45002 value_074
record_45003 value_111
record_45004 value_148
record_45005 value_185
record_45006 value_222
record_45007 value_259
record_45008 value_296
record_45009 value_333
record_45010 value_370
record_45011 value_407
record_45012 value_444
record_45013 value_481
record_45014 value_518
record_45015 value_555
record_45016 value_592
record_45017 value_629
record_45018 value_666
record_45019 value_703
record_45020 value_740
record_45021 value_777
record_45022 value_814
record_45023 value_851
record_45024 value_888
record_45025 value_925
record_45026 value_962
record_45027 value_999
record_45028 value_036
record_45029 value_073
record_45030 value_110
record_45031 value_147
record_45032 value_184
record_45033 value_221
record_45034 value_258
record_45035 value_295
record_45036 value_332
record_45037 value_369
record_45038 value_406
record_45039 value_443
record_45040 value_480
record_45041 value_517
record_45042 value_554
record_45043 value_591
record_45044 value_628
record_45045 value_665
record_45046 value_702
record_45047 value_739
record_45048 value_776
record_45049 value_813
